region,vm_size,quota,regions_supporting_instance,family_series,vcpu,memory_gb
southeastasia,Basic_A0,,16,Basic,1,0.75
southeastasia,Basic_A1,,16,Basic,1,1.75
southeastasia,Basic_A2,,16,Basic,2,3.5
southeastasia,Basic_A3,,16,Basic,4,7
southeastasia,Basic_A4,,16,Basic,8,14
southeastasia,Standard_A0,,16,Standard,1,0.75
southeastasia,Standard_A1,,16,Standard,1,1.75
southeastasia,Standard_A1_v2,,35,Standard,1,2
southeastasia,Standard_A2,,16,Standard,2,3.5
southeastasia,Standard_A2_v2,,35,Standard,2,4
southeastasia,Standard_A2m_v2,,35,Standard,2,16
southeastasia,Standard_A3,,16,Standard,4,7
southeastasia,Standard_A4,,16,Standard,8,14
southeastasia,Standard_A4_v2,,35,Standard,4,8
southeastasia,Standard_A4m_v2,,35,Standard,4,32
southeastasia,Standard_A5,,16,Standard,2,14
southeastasia,Standard_A6,,16,Standard,4,28
southeastasia,Standard_A7,,16,Standard,8,56
southeastasia,Standard_A8_v2,,35,Standard,8,16
southeastasia,Standard_A8m_v2,,35,Standard,8,64
southeastasia,Standard_B12ms,,35,Standard,12,48
southeastasia,Standard_B16als_v2,,32,Standard,16,32
southeastasia,Standard_B16as_v2,,32,Standard,16,64
southeastasia,Standard_B16ls_v2,,34,Standard,16,32
southeastasia,Standard_B16ms,,35,Standard,16,64
southeastasia,Standard_B16pls_v2,,11,Standard,16,32
southeastasia,Standard_B16ps_v2,,11,Standard,16,64
southeastasia,Standard_B16s_v2,,34,Standard,16,64
southeastasia,Standard_B1ls,,35,Standard,1,0.5
southeastasia,Standard_B1ms,,35,Standard,1,2
southeastasia,Standard_B1s,,35,Standard,1,1
southeastasia,Standard_B20ms,,35,Standard,20,80
southeastasia,Standard_B2als_v2,,32,Standard,2,4
southeastasia,Standard_B2as_v2,,32,Standard,2,8
southeastasia,Standard_B2ats_v2,,32,Standard,2,1
southeastasia,Standard_B2ls_v2,,34,Standard,2,4
southeastasia,Standard_B2ms,,35,Standard,2,8
southeastasia,Standard_B2pls_v2,,11,Standard,2,4
southeastasia,Standard_B2ps_v2,,11,Standard,2,8
southeastasia,Standard_B2pts_v2,,11,Standard,2,1
southeastasia,Standard_B2s,,35,Standard,2,4
southeastasia,Standard_B2s_v2,,34,Standard,2,8
southeastasia,Standard_B2ts_v2,,34,Standard,2,1
southeastasia,Standard_B32als_v2,,32,Standard,32,64
southeastasia,Standard_B32as_v2,,32,Standard,32,128
southeastasia,Standard_B32ls_v2,,34,Standard,32,64
southeastasia,Standard_B32s_v2,,34,Standard,32,128
southeastasia,Standard_B4als_v2,,32,Standard,4,8
southeastasia,Standard_B4as_v2,,32,Standard,4,16
southeastasia,Standard_B4ls_v2,,34,Standard,4,8
southeastasia,Standard_B4ms,,35,Standard,4,16
southeastasia,Standard_B4pls_v2,,11,Standard,4,8
southeastasia,Standard_B4ps_v2,,11,Standard,4,16
southeastasia,Standard_B4s_v2,,34,Standard,4,16
southeastasia,Standard_B8als_v2,,32,Standard,8,16
southeastasia,Standard_B8as_v2,,32,Standard,8,32
southeastasia,Standard_B8ls_v2,,34,Standard,8,16
southeastasia,Standard_B8ms,,35,Standard,8,32
southeastasia,Standard_B8pls_v2,,11,Standard,8,16
southeastasia,Standard_B8ps_v2,,11,Standard,8,32
southeastasia,Standard_B8s_v2,,34,Standard,8,32
southeastasia,Standard_D1,,16,Standard,1,3.5
southeastasia,Standard_D11,,16,Standard,2,14
southeastasia,Standard_D11_v2,,35,Standard,2,14
southeastasia,Standard_D11_v2_Promo,,35,Standard,2,14
southeastasia,Standard_D12,,16,Standard,4,28
southeastasia,Standard_D128ds_v6,,16,Standard,128,512
southeastasia,Standard_D128lds_v6,,20,Standard,128,256
southeastasia,Standard_D128ls_v6,,16,Standard,128,256
southeastasia,Standard_D128s_v6,,20,Standard,128,512
southeastasia,Standard_D12_v2,,35,Standard,4,28
southeastasia,Standard_D12_v2_Promo,,35,Standard,4,28
southeastasia,Standard_D13,,16,Standard,8,56
southeastasia,Standard_D13_v2,,35,Standard,8,56
southeastasia,Standard_D13_v2_Promo,,35,Standard,8,56
southeastasia,Standard_D14,,16,Standard,16,112
southeastasia,Standard_D14_v2,,35,Standard,16,112
southeastasia,Standard_D14_v2_Promo,,35,Standard,16,112
southeastasia,Standard_D15_v2,,35,Standard,20,140
southeastasia,Standard_D16_v3,,35,Standard,16,64
southeastasia,Standard_D16_v4,,35,Standard,16,64
southeastasia,Standard_D16_v5,,34,Standard,16,64
southeastasia,Standard_D16a_v4,,32,Standard,16,64
southeastasia,Standard_D16ads_v5,,32,Standard,16,64
southeastasia,Standard_D16ads_v6,,18,Standard,16,64
southeastasia,Standard_D16alds_v6,,18,Standard,16,32
southeastasia,Standard_D16als_v6,,18,Standard,16,32
southeastasia,Standard_D16as_v4,,32,Standard,16,64
southeastasia,Standard_D16as_v5,,32,Standard,16,64
southeastasia,Standard_D16as_v6,,18,Standard,16,64
southeastasia,Standard_D16d_v4,,35,Standard,16,64
southeastasia,Standard_D16d_v5,,34,Standard,16,64
southeastasia,Standard_D16ds_v4,,35,Standard,16,64
southeastasia,Standard_D16ds_v5,,34,Standard,16,64
southeastasia,Standard_D16ds_v6,,16,Standard,16,64
southeastasia,Standard_D16lds_v5,,34,Standard,16,32
southeastasia,Standard_D16lds_v6,,20,Standard,16,32
southeastasia,Standard_D16ls_v5,,34,Standard,16,32
southeastasia,Standard_D16ls_v6,,16,Standard,16,32
southeastasia,Standard_D16pds_v5,,11,Standard,16,64
southeastasia,Standard_D16pds_v6,,17,Standard,16,64
southeastasia,Standard_D16plds_v5,,11,Standard,16,32
southeastasia,Standard_D16plds_v6,,17,Standard,16,32
southeastasia,Standard_D16pls_v5,,11,Standard,16,32
southeastasia,Standard_D16pls_v6,,17,Standard,16,32
southeastasia,Standard_D16ps_v5,,11,Standard,16,64
southeastasia,Standard_D16ps_v6,,17,Standard,16,64
southeastasia,Standard_D16s_v3,,35,Standard,16,64
southeastasia,Standard_D16s_v4,,35,Standard,16,64
southeastasia,Standard_D16s_v5,,34,Standard,16,64
southeastasia,Standard_D16s_v6,,20,Standard,16,64
southeastasia,Standard_D1_v2,,35,Standard,1,3.5
southeastasia,Standard_D2,,16,Standard,2,7
southeastasia,Standard_D2_v2,,35,Standard,2,7
southeastasia,Standard_D2_v2_Promo,,35,Standard,2,7
southeastasia,Standard_D2_v3,,35,Standard,2,8
southeastasia,Standard_D2_v4,,35,Standard,2,8
southeastasia,Standard_D2_v5,,34,Standard,2,8
southeastasia,Standard_D2a_v4,,32,Standard,2,8
southeastasia,Standard_D2ads_v5,,32,Standard,2,8
southeastasia,Standard_D2ads_v6,,18,Standard,2,8
southeastasia,Standard_D2alds_v6,,18,Standard,2,4
southeastasia,Standard_D2als_v6,,18,Standard,2,4
southeastasia,Standard_D2as_v4,,32,Standard,2,8
southeastasia,Standard_D2as_v5,,32,Standard,2,8
southeastasia,Standard_D2as_v6,,18,Standard,2,8
southeastasia,Standard_D2d_v4,,35,Standard,2,8
southeastasia,Standard_D2d_v5,,34,Standard,2,8
southeastasia,Standard_D2ds_v4,,35,Standard,2,8
southeastasia,Standard_D2ds_v5,,34,Standard,2,8
southeastasia,Standard_D2ds_v6,,16,Standard,2,8
southeastasia,Standard_D2lds_v5,,34,Standard,2,4
southeastasia,Standard_D2lds_v6,,20,Standard,2,4
southeastasia,Standard_D2ls_v5,,34,Standard,2,4
southeastasia,Standard_D2ls_v6,,16,Standard,2,4
southeastasia,Standard_D2pds_v5,,11,Standard,2,8
southeastasia,Standard_D2pds_v6,,17,Standard,2,8
southeastasia,Standard_D2plds_v5,,11,Standard,2,4
southeastasia,Standard_D2plds_v6,,17,Standard,2,4
southeastasia,Standard_D2pls_v5,,11,Standard,2,4
southeastasia,Standard_D2pls_v6,,17,Standard,2,4
southeastasia,Standard_D2ps_v5,,11,Standard,2,8
southeastasia,Standard_D2ps_v6,,17,Standard,2,8
southeastasia,Standard_D2s_v3,,35,Standard,2,8
southeastasia,Standard_D2s_v4,,35,Standard,2,8
southeastasia,Standard_D2s_v5,,34,Standard,2,8
southeastasia,Standard_D2s_v6,,20,Standard,2,8
southeastasia,Standard_D3,,16,Standard,4,14
southeastasia,Standard_D32_v3,,35,Standard,32,128
southeastasia,Standard_D32_v4,,35,Standard,32,128
southeastasia,Standard_D32_v5,,34,Standard,32,128
southeastasia,Standard_D32a_v4,,32,Standard,32,128
southeastasia,Standard_D32ads_v5,,32,Standard,32,128
southeastasia,Standard_D32ads_v6,,18,Standard,32,128
southeastasia,Standard_D32alds_v6,,18,Standard,32,64
southeastasia,Standard_D32als_v6,,18,Standard,32,64
southeastasia,Standard_D32as_v4,,32,Standard,32,128
southeastasia,Standard_D32as_v5,,32,Standard,32,128
southeastasia,Standard_D32as_v6,,18,Standard,32,128
southeastasia,Standard_D32d_v4,,35,Standard,32,128
southeastasia,Standard_D32d_v5,,34,Standard,32,128
southeastasia,Standard_D32ds_v4,,35,Standard,32,128
southeastasia,Standard_D32ds_v5,,34,Standard,32,128
southeastasia,Standard_D32ds_v6,,16,Standard,32,128
southeastasia,Standard_D32lds_v5,,34,Standard,32,64
southeastasia,Standard_D32lds_v6,,20,Standard,32,64
southeastasia,Standard_D32ls_v5,,34,Standard,32,64
southeastasia,Standard_D32ls_v6,,16,Standard,32,64
southeastasia,Standard_D32pds_v5,,11,Standard,32,128
southeastasia,Standard_D32pds_v6,,17,Standard,32,128
southeastasia,Standard_D32plds_v5,,11,Standard,32,64
southeastasia,Standard_D32plds_v6,,17,Standard,32,64
southeastasia,Standard_D32pls_v5,,11,Standard,32,64
southeastasia,Standard_D32pls_v6,,17,Standard,32,64
southeastasia,Standard_D32ps_v5,,11,Standard,32,128
southeastasia,Standard_D32ps_v6,,17,Standard,32,128
southeastasia,Standard_D32s_v3,,35,Standard,32,128
southeastasia,Standard_D32s_v4,,35,Standard,32,128
southeastasia,Standard_D32s_v5,,34,Standard,32,128
southeastasia,Standard_D32s_v6,,20,Standard,32,128
southeastasia,Standard_D3_v2,,35,Standard,4,14
southeastasia,Standard_D3_v2_Promo,,35,Standard,4,14
southeastasia,Standard_D4,,16,Standard,8,28
southeastasia,Standard_D48_v3,,35,Standard,48,192
southeastasia,Standard_D48_v4,,35,Standard,48,192
southeastasia,Standard_D48_v5,,34,Standard,48,192
southeastasia,Standard_D48a_v4,,32,Standard,48,192
southeastasia,Standard_D48ads_v5,,32,Standard,48,192
southeastasia,Standard_D48ads_v6,,18,Standard,48,192
southeastasia,Standard_D48alds_v6,,18,Standard,48,96
southeastasia,Standard_D48als_v6,,18,Standard,48,96
southeastasia,Standard_D48as_v4,,32,Standard,48,192
southeastasia,Standard_D48as_v5,,32,Standard,48,192
southeastasia,Standard_D48as_v6,,18,Standard,48,192
southeastasia,Standard_D48d_v4,,35,Standard,48,192
southeastasia,Standard_D48d_v5,,34,Standard,48,192
southeastasia,Standard_D48ds_v4,,35,Standard,48,192
southeastasia,Standard_D48ds_v5,,34,Standard,48,192
southeastasia,Standard_D48ds_v6,,16,Standard,48,192
southeastasia,Standard_D48lds_v5,,34,Standard,48,96
southeastasia,Standard_D48lds_v6,,20,Standard,48,96
southeastasia,Standard_D48ls_v5,,34,Standard,48,96
southeastasia,Standard_D48ls_v6,,16,Standard,48,96
southeastasia,Standard_D48pds_v5,,11,Standard,48,192
southeastasia,Standard_D48pds_v6,,17,Standard,48,192
southeastasia,Standard_D48plds_v5,,11,Standard,48,96
southeastasia,Standard_D48plds_v6,,17,Standard,48,96
southeastasia,Standard_D48pls_v5,,11,Standard,48,96
southeastasia,Standard_D48pls_v6,,17,Standard,48,96
southeastasia,Standard_D48ps_v5,,11,Standard,48,192
southeastasia,Standard_D48ps_v6,,17,Standard,48,192
southeastasia,Standard_D48s_v3,,35,Standard,48,192
southeastasia,Standard_D48s_v4,,35,Standard,48,192
southeastasia,Standard_D48s_v5,,34,Standard,48,192
southeastasia,Standard_D48s_v6,,20,Standard,48,192
southeastasia,Standard_D4_v2,,35,Standard,8,28
southeastasia,Standard_D4_v2_Promo,,35,Standard,8,28
southeastasia,Standard_D4_v3,,35,Standard,4,16
southeastasia,Standard_D4_v4,,35,Standard,4,16
southeastasia,Standard_D4_v5,,34,Standard,4,16
southeastasia,Standard_D4a_v4,,32,Standard,4,16
southeastasia,Standard_D4ads_v5,,32,Standard,4,16
southeastasia,Standard_D4ads_v6,,18,Standard,4,16
southeastasia,Standard_D4alds_v6,,18,Standard,4,8
southeastasia,Standard_D4als_v6,,18,Standard,4,8
southeastasia,Standard_D4as_v4,,32,Standard,4,16
southeastasia,Standard_D4as_v5,,32,Standard,4,16
southeastasia,Standard_D4as_v6,,18,Standard,4,16
southeastasia,Standard_D4d_v4,,35,Standard,4,16
southeastasia,Standard_D4d_v5,,34,Standard,4,16
southeastasia,Standard_D4ds_v4,,35,Standard,4,16
southeastasia,Standard_D4ds_v5,,34,Standard,4,16
southeastasia,Standard_D4ds_v6,,16,Standard,4,16
southeastasia,Standard_D4lds_v5,,34,Standard,4,8
southeastasia,Standard_D4lds_v6,,20,Standard,4,8
southeastasia,Standard_D4ls_v5,,34,Standard,4,8
southeastasia,Standard_D4ls_v6,,16,Standard,4,8
southeastasia,Standard_D4pds_v5,,11,Standard,4,16
southeastasia,Standard_D4pds_v6,,17,Standard,4,16
southeastasia,Standard_D4plds_v5,,11,Standard,4,8
southeastasia,Standard_D4plds_v6,,17,Standard,4,8
southeastasia,Standard_D4pls_v5,,11,Standard,4,8
southeastasia,Standard_D4pls_v6,,17,Standard,4,8
southeastasia,Standard_D4ps_v5,,11,Standard,4,16
southeastasia,Standard_D4ps_v6,,17,Standard,4,16
southeastasia,Standard_D4s_v3,,35,Standard,4,16
southeastasia,Standard_D4s_v4,,35,Standard,4,16
southeastasia,Standard_D4s_v5,,34,Standard,4,16
southeastasia,Standard_D4s_v6,,20,Standard,4,16
southeastasia,Standard_D5_v2,,35,Standard,16,56
southeastasia,Standard_D5_v2_Promo,,35,Standard,16,56
southeastasia,Standard_D64_v3,,35,Standard,64,256
southeastasia,Standard_D64_v4,,35,Standard,64,256
southeastasia,Standard_D64_v5,,34,Standard,64,256
southeastasia,Standard_D64a_v4,,32,Standard,64,256
southeastasia,Standard_D64ads_v5,,32,Standard,64,256
southeastasia,Standard_D64ads_v6,,18,Standard,64,256
southeastasia,Standard_D64alds_v6,,18,Standard,64,128
southeastasia,Standard_D64als_v6,,18,Standard,64,128
southeastasia,Standard_D64as_v4,,32,Standard,64,256
southeastasia,Standard_D64as_v5,,32,Standard,64,256
southeastasia,Standard_D64as_v6,,18,Standard,64,256
southeastasia,Standard_D64d_v4,,35,Standard,64,256
southeastasia,Standard_D64d_v5,,34,Standard,64,256
southeastasia,Standard_D64ds_v4,,35,Standard,64,256
southeastasia,Standard_D64ds_v5,,34,Standard,64,256
southeastasia,Standard_D64ds_v6,,16,Standard,64,256
southeastasia,Standard_D64lds_v5,,34,Standard,64,128
southeastasia,Standard_D64lds_v6,,20,Standard,64,128
southeastasia,Standard_D64ls_v5,,34,Standard,64,128
southeastasia,Standard_D64ls_v6,,16,Standard,64,128
southeastasia,Standard_D64pds_v5,,11,Standard,64,208
southeastasia,Standard_D64pds_v6,,17,Standard,64,256
southeastasia,Standard_D64plds_v5,,11,Standard,64,128
southeastasia,Standard_D64plds_v6,,17,Standard,64,128
southeastasia,Standard_D64pls_v5,,11,Standard,64,128
southeastasia,Standard_D64pls_v6,,17,Standard,64,128
southeastasia,Standard_D64ps_v5,,11,Standard,64,208
southeastasia,Standard_D64ps_v6,,17,Standard,64,256
southeastasia,Standard_D64s_v3,,35,Standard,64,256
southeastasia,Standard_D64s_v4,,35,Standard,64,256
southeastasia,Standard_D64s_v5,,34,Standard,64,256
southeastasia,Standard_D64s_v6,,20,Standard,64,256
southeastasia,Standard_D8_v3,,35,Standard,8,32
southeastasia,Standard_D8_v4,,35,Standard,8,32
southeastasia,Standard_D8_v5,,34,Standard,8,32
southeastasia,Standard_D8a_v4,,32,Standard,8,32
southeastasia,Standard_D8ads_v5,,32,Standard,8,32
southeastasia,Standard_D8ads_v6,,18,Standard,8,32
southeastasia,Standard_D8alds_v6,,18,Standard,8,16
southeastasia,Standard_D8als_v6,,18,Standard,8,16
southeastasia,Standard_D8as_v4,,32,Standard,8,32
southeastasia,Standard_D8as_v5,,32,Standard,8,32
southeastasia,Standard_D8as_v6,,18,Standard,8,32
southeastasia,Standard_D8d_v4,,35,Standard,8,32
southeastasia,Standard_D8d_v5,,34,Standard,8,32
southeastasia,Standard_D8ds_v4,,35,Standard,8,32
southeastasia,Standard_D8ds_v5,,34,Standard,8,32
southeastasia,Standard_D8ds_v6,,16,Standard,8,32
southeastasia,Standard_D8lds_v5,,34,Standard,8,16
southeastasia,Standard_D8lds_v6,,20,Standard,8,16
southeastasia,Standard_D8ls_v5,,34,Standard,8,16
southeastasia,Standard_D8ls_v6,,16,Standard,8,16
southeastasia,Standard_D8pds_v5,,11,Standard,8,32
southeastasia,Standard_D8pds_v6,,17,Standard,8,32
southeastasia,Standard_D8plds_v5,,11,Standard,8,16
southeastasia,Standard_D8plds_v6,,17,Standard,8,16
southeastasia,Standard_D8pls_v5,,11,Standard,8,16
southeastasia,Standard_D8pls_v6,,17,Standard,8,16
southeastasia,Standard_D8ps_v5,,11,Standard,8,32
southeastasia,Standard_D8ps_v6,,17,Standard,8,32
southeastasia,Standard_D8s_v3,,35,Standard,8,32
southeastasia,Standard_D8s_v4,,35,Standard,8,32
southeastasia,Standard_D8s_v5,,34,Standard,8,32
southeastasia,Standard_D8s_v6,,20,Standard,8,32
southeastasia,Standard_D96_v5,,34,Standard,96,384
southeastasia,Standard_D96a_v4,,32,Standard,96,384
southeastasia,Standard_D96ads_v5,,32,Standard,96,384
southeastasia,Standard_D96ads_v6,,18,Standard,96,384
southeastasia,Standard_D96alds_v6,,18,Standard,96,192
southeastasia,Standard_D96als_v6,,18,Standard,96,192
southeastasia,Standard_D96as_v4,,32,Standard,96,384
southeastasia,Standard_D96as_v5,,32,Standard,96,384
southeastasia,Standard_D96as_v6,,18,Standard,96,384
southeastasia,Standard_D96d_v5,,34,Standard,96,384
southeastasia,Standard_D96ds_v5,,34,Standard,96,384
southeastasia,Standard_D96ds_v6,,16,Standard,96,384
southeastasia,Standard_D96lds_v5,,34,Standard,96,192
southeastasia,Standard_D96lds_v6,,20,Standard,96,192
southeastasia,Standard_D96ls_v5,,34,Standard,96,192
southeastasia,Standard_D96ls_v6,,16,Standard,96,192
southeastasia,Standard_D96pds_v6,,17,Standard,96,384
southeastasia,Standard_D96plds_v6,,17,Standard,96,192
southeastasia,Standard_D96pls_v6,,17,Standard,96,192
southeastasia,Standard_D96ps_v6,,17,Standard,96,384
southeastasia,Standard_D96s_v5,,34,Standard,96,384
southeastasia,Standard_D96s_v6,,20,Standard,96,384
southeastasia,Standard_DC16ads_cc_v5,,10,Standard,16,64
southeastasia,Standard_DC16ads_v5,,10,Standard,16,64
southeastasia,Standard_DC16as_cc_v5,,10,Standard,16,64
southeastasia,Standard_DC16as_v5,,10,Standard,16,64
southeastasia,Standard_DC16ds_v3,,14,Standard,16,128
southeastasia,Standard_DC16s_v3,,14,Standard,16,128
southeastasia,Standard_DC1ds_v3,,14,Standard,1,8
southeastasia,Standard_DC1s_v2,,7,Standard,1,4
southeastasia,Standard_DC1s_v3,,14,Standard,1,8
southeastasia,Standard_DC24ds_v3,,14,Standard,24,192
southeastasia,Standard_DC24s_v3,,14,Standard,24,192
southeastasia,Standard_DC2ads_v5,,10,Standard,2,8
southeastasia,Standard_DC2as_v5,,10,Standard,2,8
southeastasia,Standard_DC2ds_v3,,14,Standard,2,16
southeastasia,Standard_DC2s_v2,,7,Standard,2,8
southeastasia,Standard_DC2s_v3,,14,Standard,2,16
southeastasia,Standard_DC32ads_cc_v5,,10,Standard,32,128
southeastasia,Standard_DC32ads_v5,,10,Standard,32,128
southeastasia,Standard_DC32as_cc_v5,,10,Standard,32,128
southeastasia,Standard_DC32as_v5,,10,Standard,32,128
southeastasia,Standard_DC32ds_v3,,14,Standard,32,256
southeastasia,Standard_DC32s_v3,,14,Standard,32,256
southeastasia,Standard_DC48ads_cc_v5,,10,Standard,48,192
southeastasia,Standard_DC48ads_v5,,10,Standard,48,192
southeastasia,Standard_DC48as_cc_v5,,10,Standard,48,192
southeastasia,Standard_DC48as_v5,,10,Standard,48,192
southeastasia,Standard_DC48ds_v3,,14,Standard,48,384
southeastasia,Standard_DC48s_v3,,14,Standard,48,384
southeastasia,Standard_DC4ads_cc_v5,,10,Standard,4,16
southeastasia,Standard_DC4ads_v5,,10,Standard,4,16
southeastasia,Standard_DC4as_cc_v5,,10,Standard,4,16
southeastasia,Standard_DC4as_v5,,10,Standard,4,16
southeastasia,Standard_DC4ds_v3,,14,Standard,4,32
southeastasia,Standard_DC4s_v2,,7,Standard,4,16
southeastasia,Standard_DC4s_v3,,14,Standard,4,32
southeastasia,Standard_DC64ads_cc_v5,,10,Standard,64,256
southeastasia,Standard_DC64ads_v5,,10,Standard,64,256
southeastasia,Standard_DC64as_cc_v5,,10,Standard,64,256
southeastasia,Standard_DC64as_v5,,10,Standard,64,256
southeastasia,Standard_DC8_v2,,7,Standard,8,32
southeastasia,Standard_DC8ads_cc_v5,,10,Standard,8,32
southeastasia,Standard_DC8ads_v5,,10,Standard,8,32
southeastasia,Standard_DC8as_cc_v5,,10,Standard,8,32
southeastasia,Standard_DC8as_v5,,10,Standard,8,32
southeastasia,Standard_DC8ds_v3,,14,Standard,8,64
southeastasia,Standard_DC8s_v3,,14,Standard,8,64
southeastasia,Standard_DC96ads_cc_v5,,10,Standard,96,384
southeastasia,Standard_DC96ads_v5,,10,Standard,96,384
southeastasia,Standard_DC96as_cc_v5,,10,Standard,96,384
southeastasia,Standard_DC96as_v5,,10,Standard,96,384
southeastasia,Standard_DS1,,16,Standard,1,3.5
southeastasia,Standard_DS11,,16,Standard,2,14
southeastasia,Standard_DS11-1_v2,,35,Standard,2,14
southeastasia,Standard_DS11_v2,,35,Standard,2,14
southeastasia,Standard_DS11_v2_Promo,,35,Standard,2,14
southeastasia,Standard_DS12,,16,Standard,4,28
southeastasia,Standard_DS12-1_v2,,35,Standard,4,28
southeastasia,Standard_DS12-2_v2,,35,Standard,4,28
southeastasia,Standard_DS12_v2,,35,Standard,4,28
southeastasia,Standard_DS12_v2_Promo,,35,Standard,4,28
southeastasia,Standard_DS13,,16,Standard,8,56
southeastasia,Standard_DS13-2_v2,,35,Standard,8,56
southeastasia,Standard_DS13-4_v2,,35,Standard,8,56
southeastasia,Standard_DS13_v2,,35,Standard,8,56
southeastasia,Standard_DS13_v2_Promo,,35,Standard,8,56
southeastasia,Standard_DS14,,16,Standard,16,112
southeastasia,Standard_DS14-4_v2,,35,Standard,16,112
southeastasia,Standard_DS14-8_v2,,35,Standard,16,112
southeastasia,Standard_DS14_v2,,35,Standard,16,112
southeastasia,Standard_DS14_v2_Promo,,35,Standard,16,112
southeastasia,Standard_DS15_v2,,35,Standard,20,140
southeastasia,Standard_DS1_v2,,35,Standard,1,3.5
southeastasia,Standard_DS2,,16,Standard,2,7
southeastasia,Standard_DS2_v2,,35,Standard,2,7
southeastasia,Standard_DS2_v2_Promo,,35,Standard,2,7
southeastasia,Standard_DS3,,16,Standard,4,14
southeastasia,Standard_DS3_v2,,35,Standard,4,14
southeastasia,Standard_DS3_v2_Promo,,35,Standard,4,14
southeastasia,Standard_DS4,,16,Standard,8,28
southeastasia,Standard_DS4_v2,,35,Standard,8,28
southeastasia,Standard_DS4_v2_Promo,,35,Standard,8,28
southeastasia,Standard_DS5_v2,,35,Standard,16,56
southeastasia,Standard_DS5_v2_Promo,,35,Standard,16,56
southeastasia,Standard_E104i_v5,,34,Standard,104,672
southeastasia,Standard_E104id_v5,,34,Standard,104,672
southeastasia,Standard_E104ids_v5,,34,Standard,104,672
southeastasia,Standard_E104is_v5,,34,Standard,104,672
southeastasia,Standard_E112iads_v5,,32,Standard,112,672
southeastasia,Standard_E112ias_v5,,32,Standard,112,672
southeastasia,Standard_E112ibds_v5,,34,Standard,112,672
southeastasia,Standard_E112ibs_v5,,34,Standard,112,672
southeastasia,Standard_E16-4ads_v5,,32,Standard,16,128
southeastasia,Standard_E16-4as_v4,,32,Standard,16,128
southeastasia,Standard_E16-4as_v5,,32,Standard,16,128
southeastasia,Standard_E16-4ds_v4,,35,Standard,16,128
southeastasia,Standard_E16-4ds_v5,,34,Standard,16,128
southeastasia,Standard_E16-4ds_v6,,20,Standard,16,128
southeastasia,Standard_E16-4s_v3,,35,Standard,16,128
southeastasia,Standard_E16-4s_v4,,35,Standard,16,128
southeastasia,Standard_E16-4s_v5,,34,Standard,16,128
southeastasia,Standard_E16-4s_v6,,20,Standard,16,128
southeastasia,Standard_E16-8ads_v5,,32,Standard,16,128
southeastasia,Standard_E16-8as_v4,,32,Standard,16,128
southeastasia,Standard_E16-8as_v5,,32,Standard,16,128
southeastasia,Standard_E16-8ds_v4,,35,Standard,16,128
southeastasia,Standard_E16-8ds_v5,,34,Standard,16,128
southeastasia,Standard_E16-8ds_v6,,20,Standard,16,128
southeastasia,Standard_E16-8s_v3,,35,Standard,16,128
southeastasia,Standard_E16-8s_v4,,35,Standard,16,128
southeastasia,Standard_E16-8s_v5,,34,Standard,16,128
southeastasia,Standard_E16-8s_v6,,20,Standard,16,128
southeastasia,Standard_E16_v3,,35,Standard,16,128
southeastasia,Standard_E16_v4,,35,Standard,16,128
southeastasia,Standard_E16_v5,,34,Standard,16,128
southeastasia,Standard_E16a_v4,,32,Standard,16,128
southeastasia,Standard_E16ads_v5,,32,Standard,16,128
southeastasia,Standard_E16ads_v6,,18,Standard,16,128
southeastasia,Standard_E16as_v4,,32,Standard,16,128
southeastasia,Standard_E16as_v5,,32,Standard,16,128
southeastasia,Standard_E16as_v6,,18,Standard,16,128
southeastasia,Standard_E16bds_v5,,34,Standard,16,128
southeastasia,Standard_E16bs_v5,,34,Standard,16,128
southeastasia,Standard_E16d_v4,,35,Standard,16,128
southeastasia,Standard_E16d_v5,,34,Standard,16,128
southeastasia,Standard_E16ds_v4,,35,Standard,16,128
southeastasia,Standard_E16ds_v5,,34,Standard,16,128
southeastasia,Standard_E16ds_v6,,20,Standard,16,128
southeastasia,Standard_E16pds_v5,,11,Standard,16,128
southeastasia,Standard_E16pds_v6,,17,Standard,16,128
southeastasia,Standard_E16ps_v5,,11,Standard,16,128
southeastasia,Standard_E16ps_v6,,17,Standard,16,128
southeastasia,Standard_E16s_v3,,35,Standard,16,128
southeastasia,Standard_E16s_v4,,35,Standard,16,128
southeastasia,Standard_E16s_v5,,34,Standard,16,128
southeastasia,Standard_E16s_v6,,20,Standard,16,128
southeastasia,Standard_E20_v3,,35,Standard,20,160
southeastasia,Standard_E20_v4,,35,Standard,20,160
southeastasia,Standard_E20_v5,,34,Standard,20,160
southeastasia,Standard_E20a_v4,,32,Standard,20,160
southeastasia,Standard_E20ads_v5,,32,Standard,20,160
southeastasia,Standard_E20ads_v6,,18,Standard,20,160
southeastasia,Standard_E20as_v4,,32,Standard,20,160
southeastasia,Standard_E20as_v5,,32,Standard,20,160
southeastasia,Standard_E20as_v6,,18,Standard,20,160
southeastasia,Standard_E20d_v4,,35,Standard,20,160
southeastasia,Standard_E20d_v5,,34,Standard,20,160
southeastasia,Standard_E20ds_v4,,35,Standard,20,160
southeastasia,Standard_E20ds_v5,,34,Standard,20,160
southeastasia,Standard_E20ds_v6,,20,Standard,20,160
southeastasia,Standard_E20pds_v5,,11,Standard,20,160
southeastasia,Standard_E20ps_v5,,11,Standard,20,160
southeastasia,Standard_E20s_v3,,35,Standard,20,160
