region,vm_size,quota,regions_supporting_instance,family_series,vcpu,memory_gb
westeurope,Standard_E4s_v6,,20,Standard,4,32
westeurope,Standard_E64-16ads_v5,,32,Standard,64,512
westeurope,Standard_E64-16as_v4,,32,Standard,64,512
westeurope,Standard_E64-16as_v5,,32,Standard,64,512
westeurope,Standard_E64-16ds_v4,,34,Standard,64,504
westeurope,Standard_E64-16ds_v5,,34,Standard,64,512
westeurope,Standard_E64-16ds_v6,,20,Standard,64,512
westeurope,Standard_E64-16s_v3,,35,Standard,64,432
westeurope,Standard_E64-16s_v4,,34,Standard,64,504
westeurope,Standard_E64-16s_v5,,34,Standard,64,512
westeurope,Standard_E64-16s_v6,,20,Standard,64,512
westeurope,Standard_E64-32ads_v5,,32,Standard,64,512
westeurope,Standard_E64-32as_v4,,32,Standard,64,512
westeurope,Standard_E64-32as_v5,,32,Standard,64,512
westeurope,Standard_E64-32ds_v4,,34,Standard,64,504
westeurope,Standard_E64-32ds_v5,,34,Standard,64,512
westeurope,Standard_E64-32ds_v6,,20,Standard,64,512
westeurope,Standard_E64-32s_v3,,35,Standard,64,432
westeurope,Standard_E64-32s_v4,,34,Standard,64,504
westeurope,Standard_E64-32s_v5,,34,Standard,64,512
westeurope,Standard_E64-32s_v6,,20,Standard,64,512
westeurope,Standard_E64_v3,,35,Standard,64,432
westeurope,Standard_E64_v4,,34,Standard,64,504
westeurope,Standard_E64_v5,,34,Standard,64,512
westeurope,Standard_E64a_v4,,32,Standard,64,512
westeurope,Standard_E64ads_v5,,32,Standard,64,512
westeurope,Standard_E64ads_v6,,18,Standard,64,512
westeurope,Standard_E64as_v4,,32,Standard,64,512
westeurope,Standard_E64as_v5,,32,Standard,64,512
westeurope,Standard_E64as_v6,,18,Standard,64,512
westeurope,Standard_E64bds_v5,,34,Standard,64,512
westeurope,Standard_E64bs_v5,,34,Standard,64,512
westeurope,Standard_E64d_v4,,34,Standard,64,504
westeurope,Standard_E64d_v5,,34,Standard,64,512
westeurope,Standard_E64ds_v4,,34,Standard,64,504
westeurope,Standard_E64ds_v5,,34,Standard,64,512
westeurope,Standard_E64ds_v6,,20,Standard,64,512
westeurope,Standard_E64i_v3,,22,Standard,64,432
westeurope,Standard_E64is_v3,,22,Standard,64,432
westeurope,Standard_E64pds_v6,,17,Standard,64,512
westeurope,Standard_E64ps_v6,,17,Standard,64,512
westeurope,Standard_E64s_v3,,35,Standard,64,432
westeurope,Standard_E64s_v4,,34,Standard,64,504
westeurope,Standard_E64s_v5,,34,Standard,64,512
westeurope,Standard_E64s_v6,,20,Standard,64,512
westeurope,Standard_E8-2ads_v5,,32,Standard,8,64
westeurope,Standard_E8-2as_v4,,32,Standard,8,64
westeurope,Standard_E8-2as_v5,,32,Standard,8,64
westeurope,Standard_E8-2ds_v4,,35,Standard,8,64
westeurope,Standard_E8-2ds_v5,,34,Standard,8,64
westeurope,Standard_E8-2ds_v6,,20,Standard,8,64
westeurope,Standard_E8-2s_v3,,35,Standard,8,64
westeurope,Standard_E8-2s_v4,,35,Standard,8,64
westeurope,Standard_E8-2s_v5,,34,Standard,8,64
westeurope,Standard_E8-2s_v6,,19,Standard,8,64
westeurope,Standard_E8-4ads_v5,,32,Standard,8,64
westeurope,Standard_E8-4as_v4,,32,Standard,8,64
westeurope,Standard_E8-4as_v5,,32,Standard,8,64
westeurope,Standard_E8-4ds_v4,,35,Standard,8,64
westeurope,Standard_E8-4ds_v5,,34,Standard,8,64
westeurope,Standard_E8-4ds_v6,,20,Standard,8,64
westeurope,Standard_E8-4s_v3,,35,Standard,8,64
westeurope,Standard_E8-4s_v4,,35,Standard,8,64
westeurope,Standard_E8-4s_v5,,34,Standard,8,64
westeurope,Standard_E8-4s_v6,,20,Standard,8,64
westeurope,Standard_E80ids_v4,,32,Standard,80,504
westeurope,Standard_E80is_v4,,32,Standard,80,504
westeurope,Standard_E8_v3,,35,Standard,8,64
westeurope,Standard_E8_v4,,35,Standard,8,64
westeurope,Standard_E8_v5,,34,Standard,8,64
westeurope,Standard_E8a_v4,,32,Standard,8,64
westeurope,Standard_E8ads_v5,,32,Standard,8,64
westeurope,Standard_E8ads_v6,,18,Standard,8,64
westeurope,Standard_E8as_v4,,32,Standard,8,64
westeurope,Standard_E8as_v5,,32,Standard,8,64
westeurope,Standard_E8as_v6,,18,Standard,8,64
westeurope,Standard_E8bds_v5,,34,Standard,8,64
westeurope,Standard_E8bs_v5,,34,Standard,8,64
westeurope,Standard_E8d_v4,,35,Standard,8,64
westeurope,Standard_E8d_v5,,34,Standard,8,64
westeurope,Standard_E8ds_v4,,35,Standard,8,64
westeurope,Standard_E8ds_v5,,34,Standard,8,64
westeurope,Standard_E8ds_v6,,20,Standard,8,64
westeurope,Standard_E8pds_v5,,11,Standard,8,64
westeurope,Standard_E8pds_v6,,17,Standard,8,64
westeurope,Standard_E8ps_v5,,11,Standard,8,64
westeurope,Standard_E8ps_v6,,17,Standard,8,64
westeurope,Standard_E8s_v3,,35,Standard,8,64
westeurope,Standard_E8s_v4,,35,Standard,8,64
westeurope,Standard_E8s_v5,,34,Standard,8,64
westeurope,Standard_E8s_v6,,20,Standard,8,64
westeurope,Standard_E96-24ads_v5,,32,Standard,96,672
westeurope,Standard_E96-24ads_v6,,18,Standard,96,672
westeurope,Standard_E96-24as_v4,,32,Standard,96,672
westeurope,Standard_E96-24as_v5,,32,Standard,96,672
westeurope,Standard_E96-24ds_v5,,34,Standard,96,672
westeurope,Standard_E96-24ds_v6,,20,Standard,96,768
westeurope,Standard_E96-24s_v5,,34,Standard,96,672
westeurope,Standard_E96-24s_v6,,20,Standard,96,768
westeurope,Standard_E96-48ads_v5,,32,Standard,96,672
westeurope,Standard_E96-48ads_v6,,18,Standard,96,672
westeurope,Standard_E96-48as_v4,,32,Standard,96,672
westeurope,Standard_E96-48as_v5,,32,Standard,96,672
westeurope,Standard_E96-48ds_v5,,34,Standard,96,672
westeurope,Standard_E96-48ds_v6,,20,Standard,96,768
westeurope,Standard_E96-48s_v5,,34,Standard,96,672
westeurope,Standard_E96-48s_v6,,14,Standard,96,768
westeurope,Standard_E96_v5,,34,Standard,96,672
westeurope,Standard_E96a_v4,,32,Standard,96,672
westeurope,Standard_E96ads_v5,,32,Standard,96,672
westeurope,Standard_E96ads_v6,,18,Standard,96,672
westeurope,Standard_E96as_v4,,32,Standard,96,672
westeurope,Standard_E96as_v5,,32,Standard,96,672
westeurope,Standard_E96as_v6,,18,Standard,96,672
westeurope,Standard_E96bds_v5,,33,Standard,96,672
westeurope,Standard_E96bs_v5,,33,Standard,96,672
westeurope,Standard_E96d_v5,,34,Standard,96,672
westeurope,Standard_E96ds_v5,,34,Standard,96,672
westeurope,Standard_E96ds_v6,,20,Standard,96,768
westeurope,Standard_E96ias_v4,,11,Standard,96,672
westeurope,Standard_E96pds_v6,,17,Standard,96,672
westeurope,Standard_E96ps_v6,,17,Standard,96,672
westeurope,Standard_E96s_v5,,34,Standard,96,672
westeurope,Standard_E96s_v6,,20,Standard,96,768
westeurope,Standard_EC128eds_v5,,2,Standard,128,768
westeurope,Standard_EC128es_v5,,2,Standard,128,768
westeurope,Standard_EC128ieds_v5,,2,Standard,128,768
westeurope,Standard_EC128ies_v5,,2,Standard,128,768
westeurope,Standard_EC16ads_cc_v5,,10,Standard,16,128
westeurope,Standard_EC16ads_v5,,10,Standard,16,128
westeurope,Standard_EC16as_cc_v5,,10,Standard,16,128
westeurope,Standard_EC16as_v5,,10,Standard,16,128
westeurope,Standard_EC16eds_v5,,2,Standard,16,128
westeurope,Standard_EC16es_v5,,2,Standard,16,128
westeurope,Standard_EC20ads_cc_v5,,10,Standard,20,160
westeurope,Standard_EC20ads_v5,,10,Standard,20,160
westeurope,Standard_EC20as_cc_v5,,10,Standard,20,160
westeurope,Standard_EC20as_v5,,10,Standard,20,160
westeurope,Standard_EC2ads_v5,,10,Standard,2,16
westeurope,Standard_EC2as_v5,,10,Standard,2,16
westeurope,Standard_EC2eds_v5,,2,Standard,2,16
westeurope,Standard_EC2es_v5,,2,Standard,2,16
westeurope,Standard_EC32ads_cc_v5,,10,Standard,32,192
westeurope,Standard_EC32ads_v5,,10,Standard,32,192
westeurope,Standard_EC32as_cc_v5,,10,Standard,32,192
westeurope,Standard_EC32as_v5,,10,Standard,32,192
westeurope,Standard_EC32eds_v5,,2,Standard,32,256
westeurope,Standard_EC32es_v5,,2,Standard,32,256
westeurope,Standard_EC48ads_cc_v5,,10,Standard,48,384
westeurope,Standard_EC48ads_v5,,10,Standard,48,384
westeurope,Standard_EC48as_cc_v5,,10,Standard,48,384
westeurope,Standard_EC48as_v5,,10,Standard,48,384
westeurope,Standard_EC48eds_v5,,2,Standard,48,384
westeurope,Standard_EC48es_v5,,2,Standard,48,384
westeurope,Standard_EC4ads_cc_v5,,10,Standard,4,32
westeurope,Standard_EC4ads_v5,,10,Standard,4,32
westeurope,Standard_EC4as_cc_v5,,10,Standard,4,32
westeurope,Standard_EC4as_v5,,10,Standard,4,32
westeurope,Standard_EC4eds_v5,,2,Standard,4,32
westeurope,Standard_EC4es_v5,,2,Standard,4,32
westeurope,Standard_EC64ads_cc_v5,,10,Standard,64,512
westeurope,Standard_EC64ads_v5,,10,Standard,64,512
westeurope,Standard_EC64as_cc_v5,,10,Standard,64,512
westeurope,Standard_EC64as_v5,,10,Standard,64,512
westeurope,Standard_EC64eds_v5,,2,Standard,64,512
westeurope,Standard_EC64es_v5,,2,Standard,64,512
westeurope,Standard_EC8ads_cc_v5,,10,Standard,8,64
westeurope,Standard_EC8ads_v5,,10,Standard,8,64
westeurope,Standard_EC8as_cc_v5,,10,Standard,8,64
westeurope,Standard_EC8as_v5,,10,Standard,8,64
westeurope,Standard_EC8eds_v5,,2,Standard,8,64
westeurope,Standard_EC8es_v5,,2,Standard,8,64
westeurope,Standard_EC96ads_cc_v5,,10,Standard,96,672
westeurope,Standard_EC96ads_v5,,10,Standard,96,672
westeurope,Standard_EC96as_cc_v5,,10,Standard,96,672
westeurope,Standard_EC96as_v5,,10,Standard,96,672
westeurope,Standard_EC96iads_v5,,10,Standard,96,672
westeurope,Standard_EC96ias_v5,,10,Standard,96,672
westeurope,Standard_F1,,35,Standard,1,2
westeurope,Standard_F16,,35,Standard,16,32
westeurope,Standard_F16als_v6,,18,Standard,16,32
westeurope,Standard_F16ams_v6,,18,Standard,16,128
westeurope,Standard_F16as_v6,,18,Standard,16,64
westeurope,Standard_F16s,,35,Standard,16,32
westeurope,Standard_F16s_v2,,35,Standard,16,32
westeurope,Standard_F1s,,35,Standard,1,2
westeurope,Standard_F2,,35,Standard,2,4
westeurope,Standard_F2als_v6,,18,Standard,2,4
westeurope,Standard_F2ams_v6,,18,Standard,2,16
westeurope,Standard_F2as_v6,,18,Standard,2,8
westeurope,Standard_F2s,,35,Standard,2,4
westeurope,Standard_F2s_v2,,35,Standard,2,4
westeurope,Standard_F32als_v6,,18,Standard,32,64
westeurope,Standard_F32ams_v6,,18,Standard,32,256
westeurope,Standard_F32as_v6,,18,Standard,32,128
westeurope,Standard_F32s_v2,,35,Standard,32,64
westeurope,Standard_F4,,35,Standard,4,8
westeurope,Standard_F48als_v6,,18,Standard,48,96
westeurope,Standard_F48ams_v6,,18,Standard,48,384
westeurope,Standard_F48as_v6,,18,Standard,48,192
westeurope,Standard_F48s_v2,,35,Standard,48,96
westeurope,Standard_F4als_v6,,18,Standard,4,8
westeurope,Standard_F4ams_v6,,18,Standard,4,32
westeurope,Standard_F4as_v6,,18,Standard,4,16
westeurope,Standard_F4s,,35,Standard,4,8
westeurope,Standard_F4s_v2,,35,Standard,4,8
westeurope,Standard_F64als_v6,,18,Standard,64,128
westeurope,Standard_F64ams_v6,,18,Standard,64,512
westeurope,Standard_F64as_v6,,18,Standard,64,256
westeurope,Standard_F64s_v2,,35,Standard,64,128
westeurope,Standard_F72s_v2,,35,Standard,72,144
westeurope,Standard_F8,,35,Standard,8,16
westeurope,Standard_F8als_v6,,18,Standard,8,16
westeurope,Standard_F8ams_v6,,18,Standard,8,64
westeurope,Standard_F8as_v6,,18,Standard,8,32
westeurope,Standard_F8s,,35,Standard,8,16
westeurope,Standard_F8s_v2,,35,Standard,8,16
westeurope,Standard_FX12-6mds_v2,,8,Standard,12,252
westeurope,Standard_FX12-6ms_v2,,8,Standard,12,252
westeurope,Standard_FX12mds,,4,Standard,12,252
westeurope,Standard_FX12mds_v2,,8,Standard,12,252
westeurope,Standard_FX12ms_v2,,8,Standard,12,252
westeurope,Standard_FX16-4mds_v2,,8,Standard,16,336
westeurope,Standard_FX16-4ms_v2,,8,Standard,16,336
westeurope,Standard_FX16-8mds_v2,,8,Standard,16,336
westeurope,Standard_FX16-8ms_v2,,8,Standard,16,336
westeurope,Standard_FX16mds_v2,,8,Standard,16,336
westeurope,Standard_FX16ms_v2,,8,Standard,16,336
westeurope,Standard_FX24-12mds_v2,,8,Standard,24,504
westeurope,Standard_FX24-12ms_v2,,8,Standard,24,504
westeurope,Standard_FX24-6mds_v2,,8,Standard,24,504
westeurope,Standard_FX24-6ms_v2,,8,Standard,24,504
westeurope,Standard_FX24mds,,4,Standard,24,504
westeurope,Standard_FX24mds_v2,,8,Standard,24,504
westeurope,Standard_FX24ms_v2,,8,Standard,24,504
westeurope,Standard_FX2mds_v2,,8,Standard,2,42
westeurope,Standard_FX2ms_v2,,8,Standard,2,42
westeurope,Standard_FX32-16mds_v2,,8,Standard,32,672
westeurope,Standard_FX32-16ms_v2,,8,Standard,32,672
westeurope,Standard_FX32-8mds_v2,,8,Standard,32,672
westeurope,Standard_FX32-8ms_v2,,8,Standard,32,672
westeurope,Standard_FX32mds_v2,,8,Standard,32,672
westeurope,Standard_FX32ms_v2,,8,Standard,32,672
westeurope,Standard_FX36mds,,4,Standard,36,756
westeurope,Standard_FX4-2mds_v2,,8,Standard,4,84
westeurope,Standard_FX4-2ms_v2,,8,Standard,4,84
westeurope,Standard_FX48-12mds_v2,,8,Standard,48,1008
westeurope,Standard_FX48-12ms_v2,,8,Standard,48,1008
westeurope,Standard_FX48-24mds_v2,,8,Standard,48,1008
westeurope,Standard_FX48-24ms_v2,,8,Standard,48,1008
westeurope,Standard_FX48mds,,4,Standard,48,1008
westeurope,Standard_FX48mds_v2,,8,Standard,48,1008
westeurope,Standard_FX48ms_v2,,8,Standard,48,1008
westeurope,Standard_FX4mds,,4,Standard,4,84
westeurope,Standard_FX4mds_v2,,8,Standard,4,84
westeurope,Standard_FX4ms_v2,,8,Standard,4,84
westeurope,Standard_FX64-16mds_v2,,8,Standard,64,1344
westeurope,Standard_FX64-16ms_v2,,8,Standard,64,1344
westeurope,Standard_FX64-32mds_v2,,8,Standard,64,1344
westeurope,Standard_FX64-32ms_v2,,8,Standard,64,1344
westeurope,Standard_FX64mds_v2,,8,Standard,64,1344
westeurope,Standard_FX64ms_v2,,8,Standard,64,1344
westeurope,Standard_FX8-2mds_v2,,8,Standard,8,168
westeurope,Standard_FX8-2ms_v2,,8,Standard,8,168
westeurope,Standard_FX8-4mds_v2,,8,Standard,8,168
westeurope,Standard_FX8-4ms_v2,,8,Standard,8,168
westeurope,Standard_FX8mds_v2,,8,Standard,8,168
westeurope,Standard_FX8ms_v2,,8,Standard,8,168
westeurope,Standard_FX96-24mds_v2,,8,Standard,96,1832
westeurope,Standard_FX96-24ms_v2,,8,Standard,96,1832
westeurope,Standard_FX96-48mds_v2,,8,Standard,96,1832
westeurope,Standard_FX96-48ms_v2,,8,Standard,96,1832
westeurope,Standard_FX96mds_v2,,8,Standard,96,1832
westeurope,Standard_FX96ms_v2,,8,Standard,96,1832
westeurope,Standard_G1,,7,Standard,2,28
westeurope,Standard_G2,,7,Standard,4,56
westeurope,Standard_G3,,7,Standard,8,112
westeurope,Standard_G4,,7,Standard,16,224
westeurope,Standard_G5,,7,Standard,32,448
westeurope,Standard_GS1,,7,Standard,2,28
westeurope,Standard_GS2,,7,Standard,4,56
westeurope,Standard_GS3,,7,Standard,8,112
westeurope,Standard_GS4,,7,Standard,16,224
westeurope,Standard_GS4-4,,7,Standard,16,224
westeurope,Standard_GS4-8,,7,Standard,16,224
westeurope,Standard_GS5,,7,Standard,32,448
westeurope,Standard_GS5-16,,7,Standard,32,448
westeurope,Standard_GS5-8,,7,Standard,32,448
westeurope,Standard_HB120-16rs_v2,,6,Standard,120,456
westeurope,Standard_HB120-16rs_v3,,4,Standard,120,456
westeurope,Standard_HB120-32rs_v2,,6,Standard,120,456
westeurope,Standard_HB120-32rs_v3,,4,Standard,120,456
westeurope,Standard_HB120-64rs_v2,,6,Standard,120,456
westeurope,Standard_HB120-64rs_v3,,4,Standard,120,456
westeurope,Standard_HB120-96rs_v2,,6,Standard,120,456
westeurope,Standard_HB120-96rs_v3,,4,Standard,120,456
westeurope,Standard_HB120rs_v2,,6,Standard,120,456
westeurope,Standard_HB120rs_v3,,4,Standard,120,456
westeurope,Standard_HC44-16rs,,8,Standard,16,352
westeurope,Standard_HC44-32rs,,8,Standard,32,352
westeurope,Standard_HC44rs,,8,Standard,44,352
westeurope,Standard_L16as_v3,,25,Standard,16,128
westeurope,Standard_L16s,,7,Standard,16,128
westeurope,Standard_L16s_v2,,8,Standard,16,128
westeurope,Standard_L16s_v3,,22,Standard,16,128
westeurope,Standard_L32as_v3,,25,Standard,32,256
westeurope,Standard_L32s,,7,Standard,32,256
westeurope,Standard_L32s_v2,,8,Standard,32,256
westeurope,Standard_L32s_v3,,22,Standard,32,256
westeurope,Standard_L48as_v3,,25,Standard,48,384
westeurope,Standard_L48s_v2,,8,Standard,48,384
westeurope,Standard_L48s_v3,,22,Standard,48,384
westeurope,Standard_L4s,,7,Standard,4,32
westeurope,Standard_L64as_v3,,25,Standard,64,512
westeurope,Standard_L64s_v2,,8,Standard,64,512
westeurope,Standard_L64s_v3,,22,Standard,64,512
westeurope,Standard_L80as_v3,,25,Standard,80,640
westeurope,Standard_L80s_v2,,8,Standard,80,640
westeurope,Standard_L80s_v3,,22,Standard,80,640
westeurope,Standard_L8as_v3,,25,Standard,8,64
westeurope,Standard_L8s,,7,Standard,8,64
westeurope,Standard_L8s_v2,,8,Standard,8,64
westeurope,Standard_L8s_v3,,22,Standard,8,64
westeurope,Standard_M128,,30,Standard,128,2048
westeurope,Standard_M128-32ms,,30,Standard,128,3892
westeurope,Standard_M128-64bds_3_v3,,4,Standard,128,2794
westeurope,Standard_M128-64bds_v3,,4,Standard,128,1024
westeurope,Standard_M128-64bs_v3,,4,Standard,128,1024
westeurope,Standard_M128-64ms,,30,Standard,128,3892
westeurope,Standard_M128bds_3_v3,,4,Standard,128,2794
westeurope,Standard_M128bds_v3,,4,Standard,128,1024
westeurope,Standard_M128bs_v3,,4,Standard,128,1024
westeurope,Standard_M128dms_v2,,30,Standard,128,3892
westeurope,Standard_M128ds_v2,,30,Standard,128,2048
westeurope,Standard_M128m,,30,Standard,128,3892
westeurope,Standard_M128ms,,30,Standard,128,3892
westeurope,Standard_M128ms_v2,,30,Standard,128,3892
westeurope,Standard_M128s,,30,Standard,128,2048
westeurope,Standard_M128s_v2,,30,Standard,128,2048
westeurope,Standard_M12ds_v3,,15,Standard,12,240
westeurope,Standard_M12s_v3,,15,Standard,12,240
westeurope,Standard_M16-4ms,,30,Standard,16,437.5
westeurope,Standard_M16-8ms,,30,Standard,16,437.5
westeurope,Standard_M16bds_v3,,4,Standard,16,128
westeurope,Standard_M16bs_v3,,4,Standard,16,128
westeurope,Standard_M16ms,,30,Standard,16,437.5
westeurope,Standard_M176-88bds_4_v3,,4,Standard,176,3892
westeurope,Standard_M176-88bds_v3,,4,Standard,176,1536
westeurope,Standard_M176-88bs_v3,,4,Standard,176,1536
westeurope,Standard_M176bds_4_v3,,4,Standard,176,3892
westeurope,Standard_M176bds_v3,,4,Standard,176,1536
westeurope,Standard_M176bs_v3,,4,Standard,176,1536
westeurope,Standard_M176ds_3_v3,,15,Standard,176,2794
westeurope,Standard_M176ds_4_v3,,15,Standard,176,3892
westeurope,Standard_M176s_3_v3,,15,Standard,176,2794
westeurope,Standard_M176s_4_v3,,15,Standard,176,3892
westeurope,Standard_M192idms_v2,,29,Standard,192,4096
westeurope,Standard_M192ids_v2,,29,Standard,192,2048
westeurope,Standard_M192ims_v2,,29,Standard,192,4096
westeurope,Standard_M192is_v2,,29,Standard,192,2048
westeurope,Standard_M208ms_v2,,22,Standard,208,5700
westeurope,Standard_M208s_v2,,22,Standard,208,2850
westeurope,Standard_M24ds_v3,,15,Standard,24,480
westeurope,Standard_M24s_v3,,15,Standard,24,480
westeurope,Standard_M32-16ms,,30,Standard,32,875
westeurope,Standard_M32-8ms,,30,Standard,32,875
westeurope,Standard_M32bds_v3,,4,Standard,32,256
westeurope,Standard_M32bs_v3,,4,Standard,32,256
westeurope,Standard_M32dms_v2,,30,Standard,32,875
westeurope,Standard_M32ls,,30,Standard,32,256
westeurope,Standard_M32ms,,30,Standard,32,875
westeurope,Standard_M32ms_v2,,30,Standard,32,875
westeurope,Standard_M32ts,,30,Standard,32,192
westeurope,Standard_M416-208ms_v2,,22,Standard,416,11400
westeurope,Standard_M416-208s_v2,,22,Standard,416,5700
westeurope,Standard_M416ds_6_v3,,5,Standard,416,5696
westeurope,Standard_M416ds_8_v3,,5,Standard,416,7600
westeurope,Standard_M416ms_v2,,22,Standard,416,11400
westeurope,Standard_M416s_10_v2,,22,Standard,416,9496
westeurope,Standard_M416s_6_v3,,5,Standard,416,5696
westeurope,Standard_M416s_8_v2,,22,Standard,416,7600
westeurope,Standard_M416s_8_v3,,5,Standard,416,7600
westeurope,Standard_M416s_9_v2,,22,Standard,416,8568
westeurope,Standard_M416s_v2,,22,Standard,416,5700
westeurope,Standard_M48bds_v3,,4,Standard,48,384
westeurope,Standard_M48bs_v3,,4,Standard,48,384
westeurope,Standard_M48ds_1_v3,,15,Standard,48,974
westeurope,Standard_M48s_1_v3,,15,Standard,48,974
westeurope,Standard_M624ds_12_v3,,5,Standard,624,11400
westeurope,Standard_M624s_12_v3,,5,Standard,624,11400
westeurope,Standard_M64,,30,Standard,64,1024
westeurope,Standard_M64-16ms,,30,Standard,64,1792
westeurope,Standard_M64-32bds_1_v3,,4,Standard,64,1397
westeurope,Standard_M64-32ms,,30,Standard,64,1792
westeurope,Standard_M64bds_1_v3,,4,Standard,64,1397
westeurope,Standard_M64bds_v3,,4,Standard,64,512
westeurope,Standard_M64bs_v3,,4,Standard,64,512
westeurope,Standard_M64dms_v2,,30,Standard,64,1792
westeurope,Standard_M64ds_v2,,30,Standard,64,1024
westeurope,Standard_M64ls,,30,Standard,64,512
westeurope,Standard_M64m,,30,Standard,64,1792
westeurope,Standard_M64ms,,30,Standard,64,1792
westeurope,Standard_M64ms_v2,,30,Standard,64,1792
westeurope,Standard_M64s,,30,Standard,64,1024
westeurope,Standard_M64s_v2,,30,Standard,64,1024
westeurope,Standard_M8-2ms,,30,Standard,8,218.75
westeurope,Standard_M8-4ms,,30,Standard,8,218.75
westeurope,Standard_M832ds_12_v3,,5,Standard,832,11400
westeurope,Standard_M832ids_16_v3,,5,Standard,832,15200
westeurope,Standard_M832is_16_v3,,5,Standard,832,15200
westeurope,Standard_M832s_12_v3,,5,Standard,832,11400
westeurope,Standard_M8ms,,30,Standard,8,218.75
westeurope,Standard_M96-48bds_2_v3,,4,Standard,96,1946
westeurope,Standard_M96bds_2_v3,,4,Standard,96,1946
westeurope,Standard_M96bds_v3,,4,Standard,96,768
westeurope,Standard_M96bs_v3,,4,Standard,96,768
westeurope,Standard_M96ds_1_v3,,15,Standard,96,974
westeurope,Standard_M96ds_2_v3,,15,Standard,96,1946
westeurope,Standard_M96s_1_v3,,15,Standard,96,974
westeurope,Standard_M96s_2_v3,,15,Standard,96,1946
westeurope,Standard_NC12s_v3,,13,Standard,12,224
westeurope,Standard_NC16as_T4_v3,,16,Standard,16,110
westeurope,Standard_NC24ads_A100_v4,,15,Standard,24,220
westeurope,Standard_NC24rs_v3,,12,Standard,24,448
westeurope,Standard_NC24s_v3,,13,Standard,24,448
westeurope,Standard_NC40ads_H100_v5,,13,Standard,40,320
westeurope,Standard_NC48ads_A100_v4,,15,Standard,48,440
westeurope,Standard_NC4as_T4_v3,,16,Standard,4,28
westeurope,Standard_NC64as_T4_v3,,16,Standard,64,440
westeurope,Standard_NC6s_v3,,13,Standard,6,112
westeurope,Standard_NC80adis_H100_v5,,13,Standard,80,640
westeurope,Standard_NC8as_T4_v3,,16,Standard,8,56
westeurope,Standard_NC96ads_A100_v4,,15,Standard,96,880
westeurope,Standard_NCC40ads_H100_v5,,1,Standard,40,320
westeurope,Standard_ND40rs_v2,,1,Standard,40,672
westeurope,Standard_ND96amsr_A100_v4,,5,Standard,96,1800
westeurope,Standard_ND96asr_v4,,1,Standard,96,900
westeurope,Standard_ND96isr_H100_v5,,11,Standard,96,1900
westeurope,Standard_NG16ads_V620_v1,,2,Standard,16,32
westeurope,Standard_NG32adms_V620_v1,,2,Standard,32,176
westeurope,Standard_NG32ads_V620_v1,,2,Standard,32,64
westeurope,Standard_NG8ads_V620_v1,,2,Standard,8,16
westeurope,Standard_NP10s,,4,Standard,10,168
westeurope,Standard_NP20s,,4,Standard,20,336
westeurope,Standard_NP40s,,4,Standard,40,672
westeurope,Standard_NV12ads_A10_v5,,21,Standard,12,110
westeurope,Standard_NV12ads_V710_v5,,1,Standard,12,64
westeurope,Standard_NV12s_v2,,12,Standard,12,224
westeurope,Standard_NV12s_v3,,12,Standard,12,112
westeurope,Standard_NV16as_v4,,14,Standard,16,56
westeurope,Standard_NV18ads_A10_v5,,21,Standard,18,220
westeurope,Standard_NV24ads_V710_v5,,1,Standard,24,128
westeurope,Standard_NV24s_v2,,12,Standard,24,448
westeurope,Standard_NV24s_v3,,12,Standard,24,224
westeurope,Standard_NV32as_v4,,14,Standard,32,112
westeurope,Standard_NV36adms_A10_v5,,21,Standard,36,880
westeurope,Standard_NV36ads_A10_v5,,21,Standard,36,440
westeurope,Standard_NV48s_v3,,12,Standard,48,448
westeurope,Standard_NV4ads_V710_v5,,1,Standard,4,16
westeurope,Standard_NV4as_v4,,14,Standard,4,14
westeurope,Standard_NV6ads_A10_v5,,21,Standard,6,55
westeurope,Standard_NV6s_v2,,12,Standard,6,112
westeurope,Standard_NV72ads_A10_v5,,21,Standard,72,880
westeurope,Standard_NV8ads_V710_v5,,1,Standard,8,32
westeurope,Standard_NV8as_v4,,14,Standard,8,28
southafricanorth,Standard_A1_v2,,35,Standard,1,2
southafricanorth,Standard_A2_v2,,35,Standard,2,4
southafricanorth,Standard_A2m_v2,,35,Standard,2,16
southafricanorth,Standard_A4_v2,,35,Standard,4,8
southafricanorth,Standard_A4m_v2,,35,Standard,4,32
southafricanorth,Standard_A8_v2,,35,Standard,8,16
southafricanorth,Standard_A8m_v2,,35,Standard,8,64
southafricanorth,Standard_B12ms,,35,Standard,12,48
southafricanorth,Standard_B16als_v2,,32,Standard,16,32
southafricanorth,Standard_B16as_v2,,32,Standard,16,64
southafricanorth,Standard_B16ls_v2,,34,Standard,16,32
southafricanorth,Standard_B16ms,,35,Standard,16,64
southafricanorth,Standard_B16s_v2,,34,Standard,16,64
southafricanorth,Standard_B1ls,,35,Standard,1,0.5
southafricanorth,Standard_B1ms,,35,Standard,1,2
southafricanorth,Standard_B1s,,35,Standard,1,1
southafricanorth,Standard_B20ms,,35,Standard,20,80
southafricanorth,Standard_B2als_v2,,32,Standard,2,4
southafricanorth,Standard_B2as_v2,,32,Standard,2,8
southafricanorth,Standard_B2ats_v2,,32,Standard,2,1
southafricanorth,Standard_B2ls_v2,,34,Standard,2,4
southafricanorth,Standard_B2ms,,35,Standard,2,8
southafricanorth,Standard_B2s,,35,Standard,2,4
